Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Nepal,NP,NPL,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/ET. Date of Access: 28-09-2021",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.129,-0.459,-0.212,0.154,-0.369,0.29,-0.264,-0.392,0.081,0.07,-0.538,0.028,0.211,0.191,-0.034,0.029,0.01,-0.394,0.329,0.156,-0.036,-0.095,-0.353,-0.009,0.387,-0.034,0.378,0.593,0.089,-0.02,0.115,-0.023,-0.124,0.207,0.365,0.272,-0.357,0.365,0.662,0.109,0.469,0.57,0.332,0.386,0.73,0.854,0.721,0.379,1.177,1.2,0.282,0.468,0.232,0.401,0.673,1.195,1.129,0.63,0.699,0.059,0.428,0.963,1.256
