Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Gas Type,Scale,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Nepal,NP,NPL,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",1.A.1. Energy Industries,Methane,Units,1.49e-05,1.49e-05,1.49e-05,1.49e-05,1.49e-05,1.49e-05,1.49e-05,1.6e-05,1.6e-05,1.6e-05,1.16e-05,7.73e-06,7.73e-06,7.73e-06,7.73e-06,2.71e-05,7.73e-06,7.73e-06,2.32e-05,,,2.98e-05,4.85e-05,5.96e-05,7.83e-05,3.36e-05,3.36e-05,9.32e-05,0.000100654,5.59e-05,2.24e-05,1.49e-05,3.73e-06,3.73e-06,1.12e-05,1.49e-05,1.11e-05,7.43e-06,7.43e-06,1.11e-05,3.71e-06,,1.49e-05,7.43e-06,,,,1.08e-07,1e-07,5.21e-08,4.45e-08,4.65e-08,4.72e-08,,,,,,,,
Nepal,NP,NPL,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",1.A.1. Energy Industries,Nitrous oxide,Units,4.59e-05,4.59e-05,4.59e-05,4.59e-05,4.59e-05,4.59e-05,4.59e-05,5.05e-05,5.05e-05,5.05e-05,2.19e-05,1.46e-05,1.46e-05,1.46e-05,1.46e-05,5.12e-05,1.46e-05,1.46e-05,4.39e-05,,,5.65e-05,9.17e-05,0.000112903,0.000148185,6.35e-05,6.35e-05,0.000176411,0.000190523,0.000105846,4.23e-05,2.82e-05,7.06e-06,7.06e-06,2.12e-05,2.82e-05,2.11e-05,1.41e-05,1.41e-05,2.11e-05,7.03e-06,,2.81e-05,1.41e-05,,,,2.04e-07,1.89e-07,9.86e-08,8.43e-08,8.79e-08,8.94e-08,,,,,,,,
Nepal,NP,NPL,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",1.A.2. Manufacturing Industries and Construction,Carbon dioxide,Units,0.028517171,0.028517171,0.057034342,0.188474499,0.193227213,0.112428397,0.025234722,0.053751893,0.041135004,0.177326922,0.211933341,0.164404417,0.193721212,0.365799374,0.383233454,0.099659126,0.247257661,0.262294768,0.210986359,0.041978132,0.203832374,0.259983573,0.14636911,0.18960075,0.329784568,0.351088218,0.304448999,0.29297517,0.308032909,1.036396299,1.115677163,1.269658941,0.637868231,0.773759531,0.662299046,1.023518753,0.620059166,0.810680572,0.753195054,0.758036515,1.225778961,1.445853784,1.732051509,1.345714094,1.943226099,2.23212838,2.778662065,3.191951021,4.052325173,3.20556658,4.304010335,4.429259969,4.389897216,,,,,,,,
Nepal,NP,NPL,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",1.A.2. Manufacturing Industries and Construction,Greenhouse gas,Units,0.029728404,0.029728404,0.058522007,0.190904288,0.19564544,0.114340164,0.026524717,0.05539242,0.042813587,0.180221061,0.215564994,0.16774128,0.197274086,0.370623254,0.388188243,0.102553333,0.251287863,0.266568759,0.214933421,0.044868516,0.208093845,0.264915862,0.150391581,0.194012805,0.335509804,0.363114471,0.316332983,0.305593281,0.320950455,1.054656893,1.135319947,1.290879201,0.655079175,0.792359814,0.680587405,1.044791152,0.63803167,0.830221885,0.772389408,0.776946282,1.248118624,1.469508551,1.75870909,1.371535847,1.973513349,2.260981524,2.811410406,3.227794832,4.094391458,3.241713021,4.347738475,4.473823324,4.434117669,,,,,,,,
Nepal,NP,NPL,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",1.A.2. Manufacturing Industries and Construction,Methane,Units,0.000529606,0.000529606,0.000645932,0.00103502,0.001028927,0.000821696,0.000564505,0.000713591,0.00073332,0.001242312,0.001560061,0.001439543,0.001527998,0.002053998,0.002107282,0.001252836,0.001725261,0.001831923,0.001697576,0.001267614,0.001764606,0.002001075,0.001646034,0.001782157,0.002261836,0.003264111,0.003169825,0.003294851,0.003374439,0.005534809,0.006229611,0.006916327,0.005218085,0.005748683,0.005580132,0.006759844,0.005377711,0.005967747,0.005827363,0.005806491,0.007168515,0.007875423,0.008794342,0.00809796,0.009907929,0.01026106,0.011859748,0.013141083,0.015715799,0.013279588,0.016510226,0.016853265,0.016726007,,,,,,,,
Nepal,NP,NPL,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",1.A.2. Manufacturing Industries and Construction,Nitrous oxide,Units,0.000681626,0.000681626,0.000841733,0.001394769,0.0013893,0.001090071,0.000725489,0.000926936,0.000945263,0.001651826,0.002071592,0.00189732,0.002024875,0.002769882,0.002847507,0.001641372,0.002304941,0.002442068,0.002249486,0.00162277,0.002496865,0.002931214,0.002376437,0.002629898,0.0034634,0.008762142,0.008714159,0.00932326,0.009543107,0.012725785,0.013413173,0.014303933,0.011992859,0.0128516,0.012708227,0.014512555,0.012594792,0.013573567,0.013366991,0.013103276,0.015171147,0.015779344,0.017863239,0.017723793,0.020379321,0.018592083,0.020888592,0.022702728,0.026350486,0.022866853,0.027217914,0.027710089,0.027494446,,,,,,,,
Nepal,NP,NPL,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",1.A.3. Transport,Carbon dioxide,Units,0.0631317,0.0631317,0.0631317,0.066340229,0.060130949,0.06986043,0.082590661,0.08900772,0.095424778,0.114675961,0.159132556,0.148624205,0.168941973,0.182441003,0.209577438,0.20943764,0.23671458,0.236434996,0.229895155,0.250491764,0.338582137,0.403085153,0.436901971,0.481085848,0.555677885,0.622864784,0.642902924,0.738231338,0.771908299,0.775038816,0.825623445,0.750333262,0.790524058,0.783286062,0.837280781,0.836835537,0.884463955,0.908391744,1.337836488,1.752433071,1.940321328,1.959308812,2.164573306,2.44049931,2.719576477,2.343007994,3.89779713,4.85185075,5.341530507,4.626359501,5.29906609,5.52448189,5.627531207,,,,,,,,
Nepal,NP,NPL,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",1.A.3. Transport,Greenhouse gas,Units,0.065018555,0.065047733,0.065072298,0.068435205,0.062059168,0.072349823,0.08558428,0.092302703,0.099084155,0.119269981,0.165810271,0.154687204,0.175339777,0.189276265,0.217688297,0.217590693,0.246020301,0.246018726,0.239306228,0.2612425,0.353113013,0.419773708,0.454605043,0.500246958,0.577767514,0.647740973,0.668544347,0.766487026,0.801272893,0.804383692,0.85648294,0.775176804,0.816694712,0.806855012,0.862520508,0.861908267,0.909997571,0.934110397,1.376171409,1.80118217,1.996128916,2.011626019,2.220606126,2.501311183,2.787769426,2.399635722,3.988982315,4.962023903,5.45909875,4.728493091,5.416319866,5.646795778,5.751967159,,,,,,,,
Nepal,NP,NPL,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",1.A.3. Transport,Methane,Units,0.000410181,0.00043975,0.000465197,0.000486933,0.000368461,0.00038905,0.000460974,0.000491044,0.000521865,0.000600378,0.000772924,0.000847813,0.000977389,0.001101019,0.001276012,0.001359887,0.001483593,0.00161556,0.001516756,0.00156697,0.002109613,0.002561502,0.002936924,0.003381613,0.00422162,0.005339191,0.005961915,0.006617306,0.007309212,0.007783825,0.008804249,0.007294802,0.008704964,0.007849268,0.008043932,0.008532534,0.008686512,0.006997762,0.008940369,0.011185368,0.012715236,0.012088912,0.012910332,0.01332617,0.014568516,0.011373588,0.020045954,0.022640135,0.0238747,0.021445732,0.02463047,0.025700386,0.026130874,,,,,,,,
Nepal,NP,NPL,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",1.A.3. Transport,Nitrous oxide,Units,0.001476674,0.001476283,0.0014754,0.001608043,0.001559758,0.002100343,0.002532644,0.00280394,0.003137512,0.003993642,0.005904791,0.005215185,0.005420415,0.005734244,0.006834848,0.006793166,0.007822128,0.00796817,0.007894317,0.009183767,0.012421263,0.014127053,0.014766148,0.015779497,0.01786801,0.019536998,0.019679507,0.021638382,0.022055382,0.02156105,0.022055246,0.017548741,0.01746569,0.015719682,0.017195795,0.016540196,0.016847104,0.018720891,0.029394552,0.037563731,0.043092353,0.040228295,0.043122488,0.047485703,0.053624433,0.04525414,0.071139231,0.087533019,0.093693543,0.080687857,0.092623305,0.096613502,0.098305078,,,,,,,,
Nepal,NP,NPL,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",1.A.3.A. Domestic Aviation,Carbon dioxide,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079648853,0.098800842,0.052843506,0.034778315,0.031312038,0.042808524,,,,,,,,
Nepal,NP,NPL,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",1.A.3.A. Domestic Aviation,Greenhouse gas,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.080254853,0.099552557,0.05324556,0.035042922,0.031550272,0.043134228,,,,,,,,
Nepal,NP,NPL,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",1.A.3.A. Domestic Aviation,Methane,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56e-05,1.93e-05,1.03e-05,6.81e-06,6.13e-06,8.38e-06,,,,,,,,
Nepal,NP,NPL,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",1.A.3.A. Domestic Aviation,Nitrous oxide,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000590404,0.00073237,0.000391707,0.000257797,0.000232103,0.000317322,,,,,,,,
Nepal,NP,NPL,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",1.A.3.B. Road Transportation,Carbon dioxide,Units,0.0631317,0.0631317,0.0631317,0.066340229,0.060130949,0.06986043,0.082590661,0.08900772,0.095424778,0.114675961,0.159132556,0.148624205,0.168941973,0.182441003,0.209577438,0.20943764,0.23671458,0.236434996,0.229895155,0.250491764,0.338582137,0.403085153,0.436901971,0.481085848,0.555677885,0.622864784,0.642902924,0.738231338,0.771908299,0.775038816,0.825623445,0.750333262,0.790524058,0.783286062,0.837280781,0.836835537,0.884463955,0.908391744,1.337836488,1.752433071,1.940321328,1.959308812,2.164573306,2.44049931,2.719576477,2.343007994,3.89779713,4.772201897,5.242729665,4.573515996,5.264287775,5.493169852,5.584722683,,,,,,,,
